"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","M1","TOT","IDX2015","M","2017-03",125.9666,
"MEX","M1","TOT","IDX2015","M","2017-04",126.9567,
"MEX","M1","TOT","IDX2015","M","2017-05",126.7904,
"MEX","M1","TOT","IDX2015","M","2017-06",126.8407,
"MEX","M1","TOT","IDX2015","M","2017-07",128.2752,
"MEX","M1","TOT","IDX2015","M","2017-08",128.4313,
"MEX","M1","TOT","IDX2015","M","2017-09",129.7724,
"MEX","M1","TOT","IDX2015","M","2017-10",132.3077,
"MEX","M1","TOT","IDX2015","M","2017-11",133.346,
"MEX","M1","TOT","IDX2015","M","2017-12",134.3507,
"MEX","M1","TOT","IDX2015","M","2018-01",133.9638,
"MEX","M1","TOT","IDX2015","M","2018-02",133.8028,
"MEX","M1","TOT","IDX2015","M","2018-03",136.429,
"MEX","M1","TOT","IDX2015","M","2018-04",138.3732,
"MEX","M1","TOT","IDX2015","M","2018-05",139.3168,
"MEX","M1","TOT","IDX2015","M","2018-06",141.8689,
"MEX","M1","TOT","IDX2015","M","2018-07",142.2341,
"MEX","M1","TOT","IDX2015","M","2018-08",141.5134,
"MEX","M1","TOT","IDX2015","M","2018-09",141.9959,
"MEX","M1","TOT","IDX2015","M","2018-10",142.2109,
"MEX","M1","TOT","IDX2015","M","2018-11",144.1255,
"MEX","M1","TOT","IDX2015","M","2018-12",143.9285,
"NZL","M1","TOT","IDX2015","M","2012-01",77.58656,
"NZL","M1","TOT","IDX2015","M","2012-02",78.13953,
"NZL","M1","TOT","IDX2015","M","2012-03",77.80723,
"NZL","M1","TOT","IDX2015","M","2012-04",77.70647,
"NZL","M1","TOT","IDX2015","M","2012-05",78.88442,
"NZL","M1","TOT","IDX2015","M","2012-06",79.88026,
"NZL","M1","TOT","IDX2015","M","2012-07",80.76576,
"NZL","M1","TOT","IDX2015","M","2012-08",80.19085,
"NZL","M1","TOT","IDX2015","M","2012-09",79.8912,
"NZL","M1","TOT","IDX2015","M","2012-10",80.89513,
"NZL","M1","TOT","IDX2015","M","2012-11",81.20245,
"NZL","M1","TOT","IDX2015","M","2012-12",81.99005,
"NZL","M1","TOT","IDX2015","M","2013-01",82.96155,
"NZL","M1","TOT","IDX2015","M","2013-02",83.19954,
"NZL","M1","TOT","IDX2015","M","2013-03",83.80927,
"NZL","M1","TOT","IDX2015","M","2013-04",85.30601,
"NZL","M1","TOT","IDX2015","M","2013-05",85.89745,
"NZL","M1","TOT","IDX2015","M","2013-06",86.10765,
"NZL","M1","TOT","IDX2015","M","2013-07",86.96683,
"NZL","M1","TOT","IDX2015","M","2013-08",87.57563,
"NZL","M1","TOT","IDX2015","M","2013-09",88.08088,
"NZL","M1","TOT","IDX2015","M","2013-10",88.64025,
"NZL","M1","TOT","IDX2015","M","2013-11",89.64268,
"NZL","M1","TOT","IDX2015","M","2013-12",90.47908,
"NZL","M1","TOT","IDX2015","M","2014-01",90.71484,
"NZL","M1","TOT","IDX2015","M","2014-02",91.7636,
"NZL","M1","TOT","IDX2015","M","2014-03",92.2924,
"NZL","M1","TOT","IDX2015","M","2014-04",92.23694,
"NZL","M1","TOT","IDX2015","M","2014-05",92.43062,
"NZL","M1","TOT","IDX2015","M","2014-06",92.98447,
"NZL","M1","TOT","IDX2015","M","2014-07",92.89355,
"NZL","M1","TOT","IDX2015","M","2014-08",91.44038,
"NZL","M1","TOT","IDX2015","M","2014-09",92.23184,
"NZL","M1","TOT","IDX2015","M","2014-10",93.53857,
"NZL","M1","TOT","IDX2015","M","2014-11",95.17377,
"NZL","M1","TOT","IDX2015","M","2014-12",96.68337,
"NZL","M1","TOT","IDX2015","M","2015-01",95.61806,
"NZL","M1","TOT","IDX2015","M","2015-02",95.33376,
"NZL","M1","TOT","IDX2015","M","2015-03",96.82851,
"NZL","M1","TOT","IDX2015","M","2015-04",97.52435,
"NZL","M1","TOT","IDX2015","M","2015-05",98.34728,
"NZL","M1","TOT","IDX2015","M","2015-06",99.74474,
"NZL","M1","TOT","IDX2015","M","2015-07",100.1996,
"NZL","M1","TOT","IDX2015","M","2015-08",101.6938,
"NZL","M1","TOT","IDX2015","M","2015-09",103.8635,
"NZL","M1","TOT","IDX2015","M","2015-10",103.1317,
"NZL","M1","TOT","IDX2015","M","2015-11",102.9915,
"NZL","M1","TOT","IDX2015","M","2015-12",104.7233,
"NZL","M1","TOT","IDX2015","M","2016-01",105.0983,
"NZL","M1","TOT","IDX2015","M","2016-02",105.553,
"NZL","M1","TOT","IDX2015","M","2016-03",107.0199,
"NZL","M1","TOT","IDX2015","M","2016-04",109.0242,
"NZL","M1","TOT","IDX2015","M","2016-05",109.5704,
"NZL","M1","TOT","IDX2015","M","2016-06",110.2234,
"NZL","M1","TOT","IDX2015","M","2016-07",111.7961,
"NZL","M1","TOT","IDX2015","M","2016-08",112.5894,
"NZL","M1","TOT","IDX2015","M","2016-09",112.7604,
"NZL","M1","TOT","IDX2015","M","2016-10",114.0081,
"NZL","M1","TOT","IDX2015","M","2016-11",105.2786,
"NZL","M1","TOT","IDX2015","M","2016-12",105.3338,
"NZL","M1","TOT","IDX2015","M","2017-01",116.156,
"NZL","M1","TOT","IDX2015","M","2017-02",117.368,
"NZL","M1","TOT","IDX2015","M","2017-03",117.5222,
"NZL","M1","TOT","IDX2015","M","2017-04",117.8367,
"NZL","M1","TOT","IDX2015","M","2017-05",119.1789,
"NZL","M1","TOT","IDX2015","M","2017-06",119.7329,
"NZL","M1","TOT","IDX2015","M","2017-07",120.9957,
"NZL","M1","TOT","IDX2015","M","2017-08",122.2054,
"NZL","M1","TOT","IDX2015","M","2017-09",122.3826,
"NZL","M1","TOT","IDX2015","M","2017-10",124.279,
"NZL","M1","TOT","IDX2015","M","2017-11",125.3655,
"NZL","M1","TOT","IDX2015","M","2017-12",125.3857,
"NZL","M1","TOT","IDX2015","M","2018-01",127.1937,
"NZL","M1","TOT","IDX2015","M","2018-02",129.3031,
"NZL","M1","TOT","IDX2015","M","2018-03",130.287,
"NZL","M1","TOT","IDX2015","M","2018-04",131.1296,
"NZL","M1","TOT","IDX2015","M","2018-05",131.5804,
"NZL","M1","TOT","IDX2015","M","2018-06",132.3831,
"NZL","M1","TOT","IDX2015","M","2018-07",133.1704,
"NZL","M1","TOT","IDX2015","M","2018-08",135.1444,
"NZL","M1","TOT","IDX2015","M","2018-09",136.0245,
"NZL","M1","TOT","IDX2015","M","2018-10",135.1082,
"NZL","M1","TOT","IDX2015","M","2018-11",135.3124,
"NZL","M1","TOT","IDX2015","M","2018-12",136.7459,
"NZL","M1","TOT","IDX2015","M","2019-01",138.0425,
"NZL","M1","TOT","IDX2015","M","2019-02",138.2807,
"NZL","M1","TOT","IDX2015","M","2019-03",139.4547,
"NZL","M1","TOT","IDX2015","M","2019-04",140.4424,
"NZL","M1","TOT","IDX2015","M","2019-05",141.995,
"NZL","M1","TOT","IDX2015","M","2019-06",144.9816,
"NZL","M1","TOT","IDX2015","M","2019-07",146.8914,
"NZL","M1","TOT","IDX2015","M","2019-08",147.1373,
"NZL","M1","TOT","IDX2015","M","2019-09",148.7809,
"NZL","M1","TOT","IDX2015","M","2019-10",150.5628,
"NZL","M1","TOT","IDX2015","M","2019-11",152.1385,
"NZL","M1","TOT","IDX2015","M","2019-12",154.1017,
"NZL","M1","TOT","IDX2015","M","2020-01",156.3587,
"NZL","M1","TOT","IDX2015","M","2020-02",159.6227,
"NZL","M1","TOT","IDX2015","M","2020-03",170.5127,
"NZL","M1","TOT","IDX2015","M","2020-04",183.6736,
"NZL","M1","TOT","IDX2015","M","2020-05",189.1885,
"NZL","M1","TOT","IDX2015","M","2020-06",192.2362,
"NZL","M1","TOT","IDX2015","M","2020-07",194.3884,
"NZL","M1","TOT","IDX2015","M","2020-08",202.1823,
"NZL","M1","TOT","IDX2015","M","2020-09",208.3576,
"NZL","M1","TOT","IDX2015","M","2020-10",209.0792,
"NZL","M1","TOT","IDX2015","M","2020-11",212.3529,
"NOR","M1","TOT","IDX2015","M","2012-01",55.06473,
"NOR","M1","TOT","IDX2015","M","2012-02",55.43036,
"NOR","M1","TOT","IDX2015","M","2012-03",55.60585,
"NOR","M1","TOT","IDX2015","M","2012-04",55.54291,
"NOR","M1","TOT","IDX2015","M","2012-05",55.2592,
"NOR","M1","TOT","IDX2015","M","2012-06",55.4712,
"NOR","M1","TOT","IDX2015","M","2012-07",55.6978,
"NOR","M1","TOT","IDX2015","M","2012-08",55.68339,
"NOR","M1","TOT","IDX2015","M","2012-09",56.08132,
"NOR","M1","TOT","IDX2015","M","2012-10",56.359,
"NOR","M1","TOT","IDX2015","M","2012-11",56.74333,
"NOR","M1","TOT","IDX2015","M","2012-12",55.83355,
"NOR","M1","TOT","IDX2015","M","2013-01",54.52153,
"NOR","M1","TOT","IDX2015","M","2013-02",54.75626,
"NOR","M1","TOT","IDX2015","M","2013-03",54.9073,
"NOR","M1","TOT","IDX2015","M","2013-04",54.99839,
"NOR","M1","TOT","IDX2015","M","2013-05",55.28062,
"NOR","M1","TOT","IDX2015","M","2013-06",55.81276,
"NOR","M1","TOT","IDX2015","M","2013-07",56.25716,
"NOR","M1","TOT","IDX2015","M","2013-08",56.8749,
"NOR","M1","TOT","IDX2015","M","2013-09",56.7834,
"NOR","M1","TOT","IDX2015","M","2013-10",56.48898,
"NOR","M1","TOT","IDX2015","M","2013-11",56.91509,
"NOR","M1","TOT","IDX2015","M","2013-12",57.57748,
"NOR","M1","TOT","IDX2015","M","2014-01",58.10711,
"NOR","M1","TOT","IDX2015","M","2014-02",58.01168,
"NOR","M1","TOT","IDX2015","M","2014-03",57.82538,
"NOR","M1","TOT","IDX2015","M","2014-04",58.09929,
"NOR","M1","TOT","IDX2015","M","2014-05",58.87164,
"NOR","M1","TOT","IDX2015","M","2014-06",59.77486,
"NOR","M1","TOT","IDX2015","M","2014-07",59.71827,
"NOR","M1","TOT","IDX2015","M","2014-08",59.40963,
"NOR","M1","TOT","IDX2015","M","2014-09",59.43765,
"NOR","M1","TOT","IDX2015","M","2014-10",59.23878,
"NOR","M1","TOT","IDX2015","M","2014-11",59.83376,
"NOR","M1","TOT","IDX2015","M","2014-12",60.4882,
"NOR","M1","TOT","IDX2015","M","2015-01",60.91634,
"NOR","M1","TOT","IDX2015","M","2015-02",61.1306,
"NOR","M1","TOT","IDX2015","M","2015-03",61.48404,
"NOR","M1","TOT","IDX2015","M","2015-04",88.07308,
"NOR","M1","TOT","IDX2015","M","2015-05",114.6513,
"NOR","M1","TOT","IDX2015","M","2015-06",114.857,
"NOR","M1","TOT","IDX2015","M","2015-07",115.192,
"NOR","M1","TOT","IDX2015","M","2015-08",115.9254,
"NOR","M1","TOT","IDX2015","M","2015-09",116.4105,
"NOR","M1","TOT","IDX2015","M","2015-10",116.8293,
"NOR","M1","TOT","IDX2015","M","2015-11",117.0476,
"NOR","M1","TOT","IDX2015","M","2015-12",117.4828,
"NOR","M1","TOT","IDX2015","M","2016-01",117.9549,
"NOR","M1","TOT","IDX2015","M","2016-02",118.8201,
"NOR","M1","TOT","IDX2015","M","2016-03",119.268,
"NOR","M1","TOT","IDX2015","M","2016-04",119.5457,
"NOR","M1","TOT","IDX2015","M","2016-05",119.793,
"NOR","M1","TOT","IDX2015","M","2016-06",119.8657,
"NOR","M1","TOT","IDX2015","M","2016-07",120.4445,
"NOR","M1","TOT","IDX2015","M","2016-08",121.2819,
"NOR","M1","TOT","IDX2015","M","2016-09",122.7895,
"NOR","M1","TOT","IDX2015","M","2016-10",123.4371,
"NOR","M1","TOT","IDX2015","M","2016-11",123.2312,
"NOR","M1","TOT","IDX2015","M","2016-12",123.1379,
"NOR","M1","TOT","IDX2015","M","2017-01",123.4824,
"NOR","M1","TOT","IDX2015","M","2017-02",124.5712,
"NOR","M1","TOT","IDX2015","M","2017-03",125.4379,
"NOR","M1","TOT","IDX2015","M","2017-04",125.9675,
"NOR","M1","TOT","IDX2015","M","2017-05",126.0781,
"NOR","M1","TOT","IDX2015","M","2017-06",125.9422,
"NOR","M1","TOT","IDX2015","M","2017-07",126.4153,
"NOR","M1","TOT","IDX2015","M","2017-08",126.9513,
"NOR","M1","TOT","IDX2015","M","2017-09",127.8846,
"NOR","M1","TOT","IDX2015","M","2017-10",129.0063,
"NOR","M1","TOT","IDX2015","M","2017-11",129.5275,
"NOR","M1","TOT","IDX2015","M","2017-12",129.8685,
"NOR","M1","TOT","IDX2015","M","2018-01",132.7674,
"NOR","M1","TOT","IDX2015","M","2018-02",135.4537,
"NOR","M1","TOT","IDX2015","M","2018-03",136.0741,
"NOR","M1","TOT","IDX2015","M","2018-04",137.8729,
"NOR","M1","TOT","IDX2015","M","2018-05",139.25,
"NOR","M1","TOT","IDX2015","M","2018-06",138.9977,
"NOR","M1","TOT","IDX2015","M","2018-07",138.6968,
"NOR","M1","TOT","IDX2015","M","2018-08",139.4252,
"NOR","M1","TOT","IDX2015","M","2018-09",139.9733,
"NOR","M1","TOT","IDX2015","M","2018-10",139.2661,
"NOR","M1","TOT","IDX2015","M","2018-11",139.2177,
"NOR","M1","TOT","IDX2015","M","2018-12",140.0764,
"POL","M1","TOT","IDX2015","M","2012-01",72.50163,
"POL","M1","TOT","IDX2015","M","2012-02",72.48358,
"POL","M1","TOT","IDX2015","M","2012-03",71.67641,
"POL","M1","TOT","IDX2015","M","2012-04",71.53824,
"POL","M1","TOT","IDX2015","M","2012-05",72.30299,
"POL","M1","TOT","IDX2015","M","2012-06",72.37218,
"POL","M1","TOT","IDX2015","M","2012-07",72.37901,
"POL","M1","TOT","IDX2015","M","2012-08",72.45336,
"POL","M1","TOT","IDX2015","M","2012-09",72.06751,
"POL","M1","TOT","IDX2015","M","2012-10",72.27869,
"POL","M1","TOT","IDX2015","M","2012-11",72.42047,
"POL","M1","TOT","IDX2015","M","2012-12",73.48333,
"POL","M1","TOT","IDX2015","M","2013-01",74.92774,
"POL","M1","TOT","IDX2015","M","2013-02",75.89143,
"POL","M1","TOT","IDX2015","M","2013-03",76.53657,
"POL","M1","TOT","IDX2015","M","2013-04",77.71211,
"POL","M1","TOT","IDX2015","M","2013-05",79.39851,
"POL","M1","TOT","IDX2015","M","2013-06",80.72593,
"POL","M1","TOT","IDX2015","M","2013-07",82.34342,
"POL","M1","TOT","IDX2015","M","2013-08",83.35464,
"POL","M1","TOT","IDX2015","M","2013-09",84.3936,
"POL","M1","TOT","IDX2015","M","2013-10",85.50655,
"POL","M1","TOT","IDX2015","M","2013-11",85.49548,
"POL","M1","TOT","IDX2015","M","2013-12",85.34087,
"POL","M1","TOT","IDX2015","M","2014-01",85.84177,
"POL","M1","TOT","IDX2015","M","2014-02",86.34311,
"POL","M1","TOT","IDX2015","M","2014-03",87.15046,
"POL","M1","TOT","IDX2015","M","2014-04",87.65216,
"POL","M1","TOT","IDX2015","M","2014-05",87.64273,
"POL","M1","TOT","IDX2015","M","2014-06",88.5259,
"POL","M1","TOT","IDX2015","M","2014-07",89.37453,
"POL","M1","TOT","IDX2015","M","2014-08",89.9902,
"POL","M1","TOT","IDX2015","M","2014-09",90.82138,
"POL","M1","TOT","IDX2015","M","2014-10",91.47581,
"POL","M1","TOT","IDX2015","M","2014-11",91.9408,
"POL","M1","TOT","IDX2015","M","2014-12",92.65701,
"POL","M1","TOT","IDX2015","M","2015-01",93.67006,
"POL","M1","TOT","IDX2015","M","2015-02",94.63832,
"POL","M1","TOT","IDX2015","M","2015-03",96.34257,
"POL","M1","TOT","IDX2015","M","2015-04",97.55663,
"POL","M1","TOT","IDX2015","M","2015-05",97.77287,
"POL","M1","TOT","IDX2015","M","2015-06",98.85484,
"POL","M1","TOT","IDX2015","M","2015-07",100.1213,
"POL","M1","TOT","IDX2015","M","2015-08",101.6481,
"POL","M1","TOT","IDX2015","M","2015-09",103.1342,
"POL","M1","TOT","IDX2015","M","2015-10",104.1371,
"POL","M1","TOT","IDX2015","M","2015-11",105.6856,
"POL","M1","TOT","IDX2015","M","2015-12",106.4384,
"POL","M1","TOT","IDX2015","M","2016-01",107.3793,
"POL","M1","TOT","IDX2015","M","2016-02",109.4404,
"POL","M1","TOT","IDX2015","M","2016-03",110.8065,
"POL","M1","TOT","IDX2015","M","2016-04",112.1336,
"POL","M1","TOT","IDX2015","M","2016-05",113.9048,
"POL","M1","TOT","IDX2015","M","2016-06",115.2709,
"POL","M1","TOT","IDX2015","M","2016-07",116.0688,
"POL","M1","TOT","IDX2015","M","2016-08",117.226,
"POL","M1","TOT","IDX2015","M","2016-09",118.5431,
"POL","M1","TOT","IDX2015","M","2016-10",119.8735,
"POL","M1","TOT","IDX2015","M","2016-11",122.054,
"POL","M1","TOT","IDX2015","M","2016-12",124.2383,
"POL","M1","TOT","IDX2015","M","2017-01",125.6737,
"POL","M1","TOT","IDX2015","M","2017-02",126.9383,
"POL","M1","TOT","IDX2015","M","2017-03",127.8368,
"POL","M1","TOT","IDX2015","M","2017-04",128.4253,
"POL","M1","TOT","IDX2015","M","2017-05",129.2975,
"POL","M1","TOT","IDX2015","M","2017-06",129.904,
"POL","M1","TOT","IDX2015","M","2017-07",130.876,
"POL","M1","TOT","IDX2015","M","2017-08",132.2795,
"POL","M1","TOT","IDX2015","M","2017-09",133.1362,
"POL","M1","TOT","IDX2015","M","2017-10",134.736,
"POL","M1","TOT","IDX2015","M","2017-11",136.7277,
"POL","M1","TOT","IDX2015","M","2017-12",138.254,
"POL","M1","TOT","IDX2015","M","2018-01",139.8532,
"POL","M1","TOT","IDX2015","M","2018-02",140.7591,
"POL","M1","TOT","IDX2015","M","2018-03",140.8988,
"POL","M1","TOT","IDX2015","M","2018-04",141.7009,
"POL","M1","TOT","IDX2015","M","2018-05",142.8219,
"POL","M1","TOT","IDX2015","M","2018-06",143.7408,
"POL","M1","TOT","IDX2015","M","2018-07",145.296,
"POL","M1","TOT","IDX2015","M","2018-08",146.936,
"POL","M1","TOT","IDX2015","M","2018-09",148.429,
"POL","M1","TOT","IDX2015","M","2018-10",150.458,
"POL","M1","TOT","IDX2015","M","2018-11",152.5145,
"POL","M1","TOT","IDX2015","M","2018-12",154.4365,
"POL","M1","TOT","IDX2015","M","2019-01",156.3493,
"POL","M1","TOT","IDX2015","M","2019-02",157.9092,
"POL","M1","TOT","IDX2015","M","2019-03",159.379,
"POL","M1","TOT","IDX2015","M","2019-04",160.8375,
"POL","M1","TOT","IDX2015","M","2019-05",161.8945,
"POL","M1","TOT","IDX2015","M","2019-06",162.966,
"POL","M1","TOT","IDX2015","M","2019-07",164.642,
"POL","M1","TOT","IDX2015","M","2019-08",166.5951,
"POL","M1","TOT","IDX2015","M","2019-09",169.1662,
"POL","M1","TOT","IDX2015","M","2019-10",171.5625,
"POL","M1","TOT","IDX2015","M","2019-11",173.5771,
"POL","M1","TOT","IDX2015","M","2019-12",176.2125,
"POL","M1","TOT","IDX2015","M","2020-01",178.8565,
"POL","M1","TOT","IDX2015","M","2020-02",181.4308,
"POL","M1","TOT","IDX2015","M","2020-03",188.5314,
"POL","M1","TOT","IDX2015","M","2020-04",197.9844,
"POL","M1","TOT","IDX2015","M","2020-05",205.522,
"POL","M1","TOT","IDX2015","M","2020-06",213.6918,
"POL","M1","TOT","IDX2015","M","2020-07",219.2806,
"POL","M1","TOT","IDX2015","M","2020-08",222.672,
"POL","M1","TOT","IDX2015","M","2020-09",226.9916,
"POL","M1","TOT","IDX2015","M","2020-10",231.6386,
"POL","M1","TOT","IDX2015","M","2020-11",235.6133,
"POL","M1","TOT","IDX2015","M","2020-12",236.4936,
"SWE","M1","TOT","IDX2015","M","2012-01",73.28473,
"SWE","M1","TOT","IDX2015","M","2012-02",74.12312,
"SWE","M1","TOT","IDX2015","M","2012-03",74.40208,
"SWE","M1","TOT","IDX2015","M","2012-04",74.38004,
"SWE","M1","TOT","IDX2015","M","2012-05",74.13939,
"SWE","M1","TOT","IDX2015","M","2012-06",74.6146,
"SWE","M1","TOT","IDX2015","M","2012-07",75.31322,
"SWE","M1","TOT","IDX2015","M","2012-08",75.41649,
"SWE","M1","TOT","IDX2015","M","2012-09",76.20278,
"SWE","M1","TOT","IDX2015","M","2012-10",76.69242,
"SWE","M1","TOT","IDX2015","M","2012-11",76.74938,
"SWE","M1","TOT","IDX2015","M","2012-12",77.12257,
"SWE","M1","TOT","IDX2015","M","2013-01",77.38318,
"SWE","M1","TOT","IDX2015","M","2013-02",77.64684,
"SWE","M1","TOT","IDX2015","M","2013-03",78.62581,
"SWE","M1","TOT","IDX2015","M","2013-04",79.37694,
"SWE","M1","TOT","IDX2015","M","2013-05",79.34826,
"SWE","M1","TOT","IDX2015","M","2013-06",79.76987,
"SWE","M1","TOT","IDX2015","M","2013-07",80.34935,
"SWE","M1","TOT","IDX2015","M","2013-08",80.82472,
"SWE","M1","TOT","IDX2015","M","2013-09",81.32154,
"SWE","M1","TOT","IDX2015","M","2013-10",81.72457,
"SWE","M1","TOT","IDX2015","M","2013-11",82.44657,
"SWE","M1","TOT","IDX2015","M","2013-12",83.76524,
"SWE","M1","TOT","IDX2015","M","2014-01",84.55237,
"SWE","M1","TOT","IDX2015","M","2014-02",85.06865,
"SWE","M1","TOT","IDX2015","M","2014-03",85.36552,
"SWE","M1","TOT","IDX2015","M","2014-04",85.80379,
"SWE","M1","TOT","IDX2015","M","2014-05",86.83926,
"SWE","M1","TOT","IDX2015","M","2014-06",87.49209,
"SWE","M1","TOT","IDX2015","M","2014-07",87.95476,
"SWE","M1","TOT","IDX2015","M","2014-08",88.75719,
"SWE","M1","TOT","IDX2015","M","2014-09",89.52864,
"SWE","M1","TOT","IDX2015","M","2014-10",90.26217,
"SWE","M1","TOT","IDX2015","M","2014-11",91.28217,
"SWE","M1","TOT","IDX2015","M","2014-12",92.47201,
"SWE","M1","TOT","IDX2015","M","2015-01",93.04189,
"SWE","M1","TOT","IDX2015","M","2015-02",94.1205,
"SWE","M1","TOT","IDX2015","M","2015-03",96.19914,
"SWE","M1","TOT","IDX2015","M","2015-04",97.57547,
"SWE","M1","TOT","IDX2015","M","2015-05",99.15893,
"SWE","M1","TOT","IDX2015","M","2015-06",100.6447,
"SWE","M1","TOT","IDX2015","M","2015-07",101.2919,
"SWE","M1","TOT","IDX2015","M","2015-08",101.9061,
"SWE","M1","TOT","IDX2015","M","2015-09",102.4115,
"SWE","M1","TOT","IDX2015","M","2015-10",103.5585,
"SWE","M1","TOT","IDX2015","M","2015-11",104.858,
"SWE","M1","TOT","IDX2015","M","2015-12",105.2334,
"SWE","M1","TOT","IDX2015","M","2016-01",106.0229,
"SWE","M1","TOT","IDX2015","M","2016-02",107.3588,
"SWE","M1","TOT","IDX2015","M","2016-03",108.2257,
"SWE","M1","TOT","IDX2015","M","2016-04",109.1152,
"SWE","M1","TOT","IDX2015","M","2016-05",109.8601,
"SWE","M1","TOT","IDX2015","M","2016-06",109.8793,
"SWE","M1","TOT","IDX2015","M","2016-07",110.9145,
"SWE","M1","TOT","IDX2015","M","2016-08",112.4355,
"SWE","M1","TOT","IDX2015","M","2016-09",113.3913,
"SWE","M1","TOT","IDX2015","M","2016-10",114.3407,
"SWE","M1","TOT","IDX2015","M","2016-11",115.1813,
"SWE","M1","TOT","IDX2015","M","2016-12",115.3886,
"SWE","M1","TOT","IDX2015","M","2017-01",116.3537,
"SWE","M1","TOT","IDX2015","M","2017-02",118.1252,
"SWE","M1","TOT","IDX2015","M","2017-03",119.7885,
"SWE","M1","TOT","IDX2015","M","2017-04",120.9761,
"SWE","M1","TOT","IDX2015","M","2017-05",121.4704,
"SWE","M1","TOT","IDX2015","M","2017-06",122.2658,
"SWE","M1","TOT","IDX2015","M","2017-07",123.3969,
"SWE","M1","TOT","IDX2015","M","2017-08",124.3778,
"SWE","M1","TOT","IDX2015","M","2017-09",124.8581,
"SWE","M1","TOT","IDX2015","M","2017-10",125.3278,
"SWE","M1","TOT","IDX2015","M","2017-11",125.8207,
"SWE","M1","TOT","IDX2015","M","2017-12",125.5068,
"SWE","M1","TOT","IDX2015","M","2018-01",126.3124,
"SWE","M1","TOT","IDX2015","M","2018-02",128.0645,
"SWE","M1","TOT","IDX2015","M","2018-03",128.7829,
"SWE","M1","TOT","IDX2015","M","2018-04",129.7691,
"SWE","M1","TOT","IDX2015","M","2018-05",130.4511,
"SWE","M1","TOT","IDX2015","M","2018-06",131.305,
"SWE","M1","TOT","IDX2015","M","2018-07",132.0471,
"SWE","M1","TOT","IDX2015","M","2018-08",132.2883,
"SWE","M1","TOT","IDX2015","M","2018-09",133.3392,
"SWE","M1","TOT","IDX2015","M","2018-10",133.9388,
"SWE","M1","TOT","IDX2015","M","2018-11",134.8636,
"SWE","M1","TOT","IDX2015","M","2018-12",135.2759,
"CHE","M1","TOT","IDX2015","M","2012-01",84.89445,
"CHE","M1","TOT","IDX2015","M","2012-02",85.20275,
"CHE","M1","TOT","IDX2015","M","2012-03",85.28923,
"CHE","M1","TOT","IDX2015","M","2012-04",85.31624,
"CHE","M1","TOT","IDX2015","M","2012-05",85.58601,
"CHE","M1","TOT","IDX2015","M","2012-06",87.22195,
"CHE","M1","TOT","IDX2015","M","2012-07",89.31956,
"CHE","M1","TOT","IDX2015","M","2012-08",90.62997,
"CHE","M1","TOT","IDX2015","M","2012-09",91.71893,
"CHE","M1","TOT","IDX2015","M","2012-10",92.47434,
"CHE","M1","TOT","IDX2015","M","2012-11",92.95752,
"CHE","M1","TOT","IDX2015","M","2012-12",93.8293,
"CHE","M1","TOT","IDX2015","M","2013-01",94.47124,
"CHE","M1","TOT","IDX2015","M","2013-02",94.79698,
"CHE","M1","TOT","IDX2015","M","2013-03",95.28946,
"CHE","M1","TOT","IDX2015","M","2013-04",95.96436,
"CHE","M1","TOT","IDX2015","M","2013-05",96.36598,
"CHE","M1","TOT","IDX2015","M","2013-06",95.93014,
"CHE","M1","TOT","IDX2015","M","2013-07",96.03452,
"CHE","M1","TOT","IDX2015","M","2013-08",96.91917,
"CHE","M1","TOT","IDX2015","M","2013-09",97.29259,
"CHE","M1","TOT","IDX2015","M","2013-10",97.40421,
"CHE","M1","TOT","IDX2015","M","2013-11",97.99875,
"CHE","M1","TOT","IDX2015","M","2013-12",98.07579,
"CHE","M1","TOT","IDX2015","M","2014-01",98.49318,
"CHE","M1","TOT","IDX2015","M","2014-02",99.47252,
"CHE","M1","TOT","IDX2015","M","2014-03",100.0138,
"CHE","M1","TOT","IDX2015","M","2014-04",100.2346,
"CHE","M1","TOT","IDX2015","M","2014-05",100.1796,
"CHE","M1","TOT","IDX2015","M","2014-06",100.0324,
"CHE","M1","TOT","IDX2015","M","2014-07",99.81411,
"CHE","M1","TOT","IDX2015","M","2014-08",99.80265,
"CHE","M1","TOT","IDX2015","M","2014-09",99.85834,
"CHE","M1","TOT","IDX2015","M","2014-10",100.1506,
"CHE","M1","TOT","IDX2015","M","2014-11",100.9598,
"CHE","M1","TOT","IDX2015","M","2014-12",100.8327,
"CHE","M1","TOT","IDX2015","M","2015-01",100.24,
"CHE","M1","TOT","IDX2015","M","2015-02",100.4359,
"CHE","M1","TOT","IDX2015","M","2015-03",100.8754,
"CHE","M1","TOT","IDX2015","M","2015-04",100.6117,
"CHE","M1","TOT","IDX2015","M","2015-05",100.0449,
"CHE","M1","TOT","IDX2015","M","2015-06",100.2802,
"CHE","M1","TOT","IDX2015","M","2015-07",100.4463,
"CHE","M1","TOT","IDX2015","M","2015-08",100.3629,
"CHE","M1","TOT","IDX2015","M","2015-09",100.4615,
"CHE","M1","TOT","IDX2015","M","2015-10",99.187,
"CHE","M1","TOT","IDX2015","M","2015-11",98.2216,
"CHE","M1","TOT","IDX2015","M","2015-12",98.8327,
"CHE","M1","TOT","IDX2015","M","2016-01",99.14185,
